TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
DOHL4;3,79;1,22;998,94;0,42;0,28;19,49;-0,99;0,05;-47,62;-79,51;-7,56;0,07;0,47;0,59;-0,67;5,05;0,04;0,03;-1,01;0,67;0,33;0,59;3,61;-67,89;14.664,74;9,12;0,00;-9,35;433.214.065,95
DOTZ3;4,05;;7,35;-0,22;0,16;71,15;19,99;2,66;0,98;2,09;1,11;;0,20;-1,21;-0,51;0,84;-3,06;2,19;-29,41;-0,72;1,72;0,83;15,76;;116.690,30;-18,02;0,55;-0,04;53.954.010,90
DTCY3;2,50;;-42,68;57,26;4,82;25,75;-6,82;-8,22;-51,44;-94,65;6,85;-7,63;3,51;22,57;-25,86;1,36;-134,16;-11,28;-111,32;0,08;0,92;1,37;-13,66;;500,00;0,04;-0,06;1,74;54.912.193,00
DTCY4;62,60;;-1.068,73;1.433,76;120,60;25,75;-6,82;-8,22;-1.288,00;-94,65;6,85;-7,63;87,86;565,13;-647,59;1,36;-134,16;-11,28;-111,32;0,08;0,92;1,37;-13,66;;;0,04;-0,06;43,56;54.912.193,00
DXCO3;4,76;;509,50;0,63;0,22;25,32;9,67;0,10;5,41;11,38;5,97;0,70;0,52;1,27;-0,34;2,05;0,12;0,04;3,51;0,35;0,63;0,43;7,01;-54,77;14.856.441,40;7,52;0,01;-5,27;4.374.602.772,96
EALT3;13,49;3,56;5,19;0,83;0,47;18,34;5,27;10,77;10,61;12,87;2,74;0,22;0,56;3,69;-0,76;1,50;16,02;9,03;-2,21;0,56;0,44;0,84;17,17;18,29;6.126,47;16,22;2,60;-0,14;289.627.500,00
EALT4;12,40;4,30;4,77;0,76;0,43;18,34;5,27;10,77;9,75;12,87;2,74;0,22;0,51;3,39;-0,70;1,50;16,02;9,03;-2,21;0,56;0,44;0,84;17,17;18,29;66.260,10;16,22;2,60;-0,12;289.627.500,00
ECOR3;7,53;4,10;7,19;1,28;0,14;37,18;35,92;6,26;1,25;6,62;5,37;5,49;0,45;2,23;-0,16;1,69;17,81;1,94;10,62;0,11;0,88;0,31;23,56;;49.489.940,14;5,88;1,05;-0,65;5.243.396.706,72
ECPR3;90,25;;-9,87;1,21;0,62;;;;-17,12;-17,09;0,08;-0,01;;174,62;-0,62;2,97;-12,28;-6,29;-7,36;0,51;0,49;0,00;;;;74,46;-9,14;0,14;171.908.947,31
ECPR4;90,74;;-9,92;1,22;0,62;;;;-17,21;-17,09;0,08;-0,01;;175,57;-0,63;2,97;-12,28;-6,29;-7,36;0,51;0,49;0,00;;;;74,46;-9,14;0,14;171.908.947,31
EEEL3;294,77;;22,24;1,77;0,74;52,57;41,32;14,25;7,67;12,72;3,82;0,88;3,17;7,85;-0,88;2,40;7,96;3,31;9,76;0,42;0,58;0,23;9,68;0,92;;166,46;13,25;-0,44;7.539.711.815,81
EEEL4;410,00;;30,94;2,46;1,02;52,57;41,32;14,25;10,67;12,72;3,82;0,88;4,41;10,92;-1,22;2,40;7,96;3,31;9,76;0,42;0,58;0,23;9,68;0,92;;166,46;13,25;-0,61;7.539.711.815,81
EGIE3;33,10;4,40;14,74;2,78;0,64;46,77;48,37;19,35;5,90;9,75;3,85;1,82;2,85;10,85;-0,78;1,54;18,86;4,37;12,60;0,23;0,75;0,23;0,96;-1,71;79.292.083,05;11,91;2,25;-0,62;37.810.091.471,60
EKTR3;51,52;9,15;11,15;4,39;0,68;26,49;21,65;8,74;4,50;7,47;3,57;3,48;0,98;5,94;-1,02;1,53;39,34;6,10;16,31;0,16;0,84;0,70;7,86;8,62;0,00;11,74;4,62;-2,88;8.639.721.431,06
EKTR4;38,34;13,54;8,30;3,27;0,51;26,49;21,65;8,74;3,35;7,47;3,57;3,48;0,73;4,42;-0,76;1,53;39,34;6,10;16,31;0,16;0,84;0,70;7,86;8,62;21.745,22;11,74;4,62;-2,15;8.639.721.431,06
ELEK3;19,11;;24,46;2,66;1,07;11,39;2,82;2,53;21,94;38,76;5,75;0,70;0,62;3,75;-2,60;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;;7,19;0,78;-0,35;905.051.916,30
ELEK4;36,99;;47,34;5,15;2,07;11,39;2,82;2,53;42,48;38,76;5,75;0,70;1,20;7,26;-5,02;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;;7,19;0,78;-0,68;905.051.916,30
ELMD3;31,00;;39,74;4,53;1,39;49,42;24,62;8,95;14,44;17,04;2,60;0,82;3,55;10,24;-2,04;1,76;11,40;3,51;9,18;0,31;0,63;0,39;32,00;51,88;704.100,00;6,85;0,78;8,29;4.455.057.771,00
ELPL3;8,31;;2,99;0,33;0,08;18,11;13,06;3,62;0,83;4,72;3,89;1,54;0,11;-1,18;-0,10;0,78;10,99;2,61;13,14;0,24;0,76;0,72;7,63;-3,26;;25,29;2,78;-0,10;2.485.315.360,74
EMAE3;150,00;;-39,03;8,93;3,05;45,99;-79,44;-31,62;-15,54;-7,38;1,16;-0,67;12,34;15,20;-4,32;3,12;-22,88;-7,80;-88,16;0,34;0,66;0,25;1,30;;0,00;16,80;-3,84;0,12;3.046.761.177,00
EMAE4;37,81;;-9,84;2,25;0,77;45,99;-79,44;-31,62;-3,92;-7,38;1,16;-0,67;3,11;3,83;-1,09;3,12;-22,88;-7,80;-88,16;0,34;0,66;0,25;1,30;;237.058,45;16,80;-3,84;0,03;3.046.761.177,00
EMBJ3;73,38;0,59;32,08;3,16;0,80;17,69;8,07;3,93;15,63;16,49;0,86;0,17;1,26;4,46;-1,80;1,48;9,85;2,50;9,54;0,25;0,72;0,64;16,35;;422.388.806,57;23,21;2,29;-1,37;54.335.324.928,72
ENAT3;21,80;;10,29;1,29;0,46;24,54;56,10;25,34;4,65;5,12;0,47;0,13;2,61;1,31;-0,85;3,90;12,53;4,43;8,60;0,35;0,65;0,17;11,74;5,75;201.679.399,00;16,91;2,12;0,01;5.785.005.265,20
ENBR3;24,08;;7,91;1,23;0,35;22,90;18,35;8,64;3,73;6,44;2,72;0,90;0,68;4,82;-0,48;1,37;15,57;4,46;13,53;0,29;0,69;0,52;6,13;3,24;;19,54;3,04;-0,57;13.994.459.653,44
ENEV3;25,63;;38,31;2,44;0,85;27,40;20,71;6,94;12,84;17,61;4,77;0,91;2,66;14,96;-1,03;1,48;6,36;2,21;6,48;0,35;0,62;0,32;41,53;5,16;269.884.044,81;10,52;0,67;0,23;49.646.066.520,71
ENGI11;48,00;3,54;12,70;1,23;0,28;24,49;18,49;5,29;3,63;8,70;5,07;1,72;0,67;2,46;-0,38;1,75;9,69;2,20;9,76;0,23;0,75;0,42;11,76;5,33;109.952.174,38;39,02;3,78;-0,26;24.176.324.448,00
ENGI3;11,90;2,86;15,74;1,52;0,35;24,49;18,49;5,29;4,50;8,70;5,07;1,72;0,83;3,05;-0,47;1,75;9,69;2,20;9,76;0,23;0,75;0,42;11,76;5,33;51.543,10;7,80;0,76;-0,33;24.176.324.448,00
ENGI4;9,21;3,69;12,18;1,18;0,27;24,49;18,49;5,29;3,48;8,70;5,07;1,72;0,64;2,36;-0,36;1,75;9,69;2,20;9,76;0,23;0,75;0,42;11,76;5,33;58.105,85;7,80;0,76;-0,25;24.176.324.448,00
ENJU3;1,08;;-12,59;0,75;0,49;54,94;-12,72;-6,61;-6,55;-0,38;6,16;-0,70;0,83;1,13;-1,91;2,42;-5,92;-3,90;-11,52;0,66;0,34;0,59;27,09;;378.772,70;1,45;-0,09;0,81;221.419.429,20
ENMA3B;50,49;;9,40;1,77;0,72;31,42;19,84;12,28;5,82;;2,51;0,76;1,15;8,35;-0,94;1,57;18,81;7,61;14,17;0,40;0,60;0,62;11,18;4,72;;28,55;5,37;0,45;
ENMA6B;83,99;;15,64;2,94;1,19;31,42;19,84;12,28;9,68;;2,51;0,76;1,92;13,88;-1,56;1,57;18,81;7,61;14,17;0,40;0,60;0,62;11,18;4,72;;28,55;5,37;0,74;
ENMT3;42,00;6,27;12,59;2,35;0,55;24,72;17,96;7,84;5,50;10,41;4,65;1,99;0,99;3,56;-0,75;2,26;18,68;4,33;11,70;0,23;0,77;0,55;12,00;1,50;56.532,95;17,86;3,34;-0,46;9.624.363.811,35
ENMT4;44,99;5,85;13,49;2,52;0,58;24,72;17,96;7,84;5,89;10,41;4,65;1,99;1,06;3,82;-0,81;2,26;18,68;4,33;11,70;0,23;0,77;0,55;12,00;1,50;30.437,16;17,86;3,34;-0,49;9.624.363.811,35
EPAR3;1,92;;62,71;0,68;0,51;98,76;-11,57;18,73;-101,54;-71,97;29,57;-0,20;11,75;3,28;-0,62;7,54;1,08;0,81;-2,71;0,75;0,25;0,04;-64,98;-50,87;20.933,50;2,83;0,03;-0,68;28.532.290,56
EQPA3;5,94;2,27;0,68;2,36;0,66;168,93;159,68;153,38;0,66;0,95;0,29;1,05;1,05;3,85;-0,99;2,05;345,77;97,02;136,46;0,28;0,72;0,63;15,78;92,99;53.210,24;2,52;8,71;0,00;13.168.482.563,06
EQPA5;16,40;0,82;1,88;6,51;1,83;168,93;159,68;153,38;1,81;0,95;0,29;1,05;2,89;10,64;-2,75;2,05;345,77;97,02;136,46;0,28;0,72;0,63;15,78;92,99;2.540,77;2,52;8,71;0,00;13.168.482.563,06
EQPA6;6,59;;0,76;2,62;0,73;168,93;159,68;153,38;0,73;0,95;0,29;1,05;1,16;4,28;-1,10;2,05;345,77;97,02;136,46;0,28;0,72;0,63;15,78;92,99;659,00;2,52;8,71;0,00;13.168.482.563,06
EQPA7;10,00;;1,15;3,97;1,11;168,93;159,68;153,38;1,10;0,95;0,29;1,05;1,76;6,49;-1,67;2,05;345,77;97,02;136,46;0,28;0,72;0,63;15,78;92,99;0,00;2,52;8,71;0,00;13.168.482.563,06
EQTL3;38,55;4,11;31,39;1,89;0,43;25,59;15,18;2,91;6,02;11,72;5,70;1,79;0,91;4,97;-0,57;1,56;6,02;1,38;9,06;0,23;0,75;0,48;23,82;-12,26;331.015.306,29;20,40;1,23;-0,63;48.543.520.699,35
ESPA3;0,80;4,78;18,15;0,33;0,13;34,30;15,80;1,45;1,66;5,26;3,60;0,72;0,26;0,65;-0,24;1,73;1,83;0,71;9,29;0,39;0,61;0,49;15,93;-23,82;1.156.880,85;2,41;0,04;0,22;289.138.452,80
ESTR3;3,01;;0,13;-0,12;0,06;37,18;161,48;123,03;0,10;0,67;0,55;;0,16;-0,07;-0,11;0,33;-96,95;49,33;-432,68;-0,51;1,51;0,40;6,61;;401,33;-24,55;23,80;0,00;29.666.445,00
ESTR4;4,00;;0,17;-0,16;0,08;37,18;161,48;123,03;0,13;0,67;0,55;;0,21;-0,10;-0,14;0,33;-96,95;49,33;-432,68;-0,51;1,51;0,40;6,61;;11.386,83;-24,55;23,80;0,00;29.666.445,00
ETER3;3,50;4,88;4,55;0,26;0,16;20,27;4,88;4,21;3,92;6,18;2,26;0,15;0,19;1,31;-0,25;1,45;5,72;3,40;4,64;0,60;0,40;0,81;10,97;-21,45;455.222,95;13,45;0,77;0,06;216.218.012,50
EUCA3;26,00;3,93;5,88;0,82;0,47;36,99;19,52;13,03;3,93;4,92;0,86;0,18;0,77;2,04;-0,78;2,38;13,91;7,99;12,97;0,57;0,43;0,61;11,55;23,22;37.794,78;31,79;4,42;0,08;2.495.234.065,52
EUCA4;27,42;4,10;6,20;0,86;0,50;36,99;19,52;13,03;4,14;4,92;0,86;0,18;0,81;2,15;-0,82;2,38;13,91;7,99;12,97;0,57;0,43;0,61;11,55;23,22;3.841.444,50;31,79;4,42;0,09;2.495.234.065,52
EVEN3;5,77;13,26;5,34;0,60;0,22;27,52;11,99;11,31;5,03;7,52;2,49;0,30;0,60;0,38;-0,82;4,53;11,22;4,09;4,64;0,36;0,56;0,36;2,82;71,25;7.452.635,70;9,64;1,08;0,01;1.154.000.000,00
EZTC3;13,15;10,77;6,59;0,72;0,50;41,51;30,21;37,12;8,10;8,08;-0,02;0,00;2,45;1,25;-0,93;8,52;10,89;7,64;5,59;0,70;0,29;0,21;9,86;6,71;23.993.678,67;18,33;2,00;0,25;3.695.150.000,00
FBMC3;0,00;;0,00;0,00;0,00;-60,76;-92,67;-101,97;0,00;-0,74;-0,67;;0,00;0,00;0,00;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FBMC4;1,96;;-0,09;-0,02;0,03;-60,76;-92,67;-101,97;-0,10;-0,74;-0,67;;0,09;-0,04;-0,05;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FESA3;11,69;5,67;25,54;1,26;0,93;16,79;1,40;7,06;128,63;68,30;-19,91;-0,19;1,80;3,38;-1,55;3,27;4,93;3,66;-0,51;0,74;0,26;0,52;7,55;18,30;3.623,23;9,29;0,46;-0,53;2.831.286.250,00
FESA4;6,18;11,73;13,50;0,67;0,49;16,79;1,40;7,06;68,00;68,30;-19,91;-0,19;0,95;1,79;-0,82;3,27;4,93;3,66;-0,51;0,74;0,26;0,52;7,55;18,30;5.987.515,71;9,29;0,46;-0,28;2.831.286.250,00
FHER3;4,05;;-1,00;-0,17;0,12;-0,98;-7,41;-5,85;-0,79;-0,43;0,36;;0,06;-0,47;-0,25;0,68;-16,65;-11,89;25,94;-0,71;1,71;2,03;13,08;;7.169,00;-24,23;-4,03;0,01;218.122.000,20
FICT3;0,24;;-0,41;0,18;0,12;-727,29;-177,32;-738,88;-1,71;5,18;6,89;-0,72;3,03;0,19;-1,15;3,17;-43,25;-28,48;-93,32;0,66;0,34;0,04;;;7.045,35;1,35;-0,58;0,00;10.526.929,20
FIEI3;12,60;;-3,69;0,43;0,28;313,79;19.058,62;28.510,34;-5,52;-8,90;-3,38;0,26;;-3,18;-0,29;0,40;-11,62;-7,50;-5,93;0,65;0,35;0,00;;;27.610,00;29,37;-3,41;0,00;30.519.127,80
FIGE3;33,00;;4,83;0,41;0,40;100,00;94,10;62,34;3,20;1,07;;;3,01;39.004,94;-0,40;;8,46;8,31;;0,98;0,02;0,13;31,76;36,54;0,00;80,70;6,83;0,15;26.140.092,00
FIGE4;0,00;;0,00;0,00;0,00;100,00;94,10;62,34;0,00;1,07;;;0,00;0,00;0,00;;8,46;8,31;;0,98;0,02;0,13;31,76;36,54;;80,70;6,83;0,00;26.140.092,00
FIQE3;6,66;11,67;11,92;2,27;0,88;51,33;28,14;17,91;7,59;8,50;0,91;0,27;2,14;5,79;-1,28;1,91;19,07;7,35;8,22;0,39;0,61;0,41;32,89;34,61;3.933.430,38;2,93;0,56;0,42;2.657.917.062,36
FLEX3;0,00;;0,00;0,00;0,00;19,49;-100,31;-141,80;0,00;-0,43;-0,43;;0,00;0,00;0,00;0,11;-81,00;-290,31;83,68;-3,58;4,58;2,05;-5,08;;;-132,45;-107,28;0,00;0,00
FLRY3;15,39;7,86;13,27;1,62;0,63;26,61;14,77;7,47;6,71;9,26;2,55;0,62;0,99;3,40;-0,97;2,14;12,25;4,76;10,28;0,39;0,60;0,64;22,78;19,83;33.379.998,43;9,47;1,16;11,47;8.421.269.890,14
FNCN3;14,25;;-0,04;0,03;0,00;-82,62;-98,66;-59,20;-0,02;-0,02;;;0,02;0,01;-0,02;1,56;-65,31;-10,62;;0,16;0,84;0,18;187,45;;;555,08;-362,52;0,00;13.021.336,50
FRAS3;21,80;3,25;24,13;2,54;0,88;32,43;12,54;4,68;9,01;11,14;2,13;0,60;1,13;3,23;-1,69;2,29;10,53;3,63;12,35;0,35;0,65;0,78;26,87;6,10;5.312.530,10;8,58;0,90;-1,06;6.111.304.983,80
FRIO3;205,00;;22,15;3,35;0,66;18,19;8,98;2,39;5,91;9,16;3,25;1,84;0,53;13,68;-2,08;1,08;15,11;2,96;17,22;0,20;0,77;1,24;10,70;;136.799,60;61,26;9,25;-0,06;1.308.387.285,00
FRTA3;1,31;;-0,49;-0,04;0,09;16,57;-16,43;-72,29;-2,17;-56,86;-54,68;;0,36;-0,03;-0,10;0,03;-7,17;-17,77;17,57;-2,48;3,48;0,25;7,62;;;-36,95;-2,65;-0,11;2.690.223,86
FTRT3B;0,00;;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;-0,95;-0,90;-2,42;0,95;0,05;0,00;;;;0,01;0,00;0,00;0,00
G2DI33;1,28;;-1,35;0,24;0,22;100,00;114,25;121,69;-1,44;-2,03;-0,59;0,10;;-9,78;-0,22;0,21;-17,98;-16,18;-15,27;0,90;0,10;-0,13;;;52.212,45;5,27;-0,95;-0,01;147.272.176,64
GBIO33;10,40;;-14,97;1,32;0,79;43,48;3,79;-10,14;40,09;47,57;7,48;0,25;1,52;7,57;-1,43;1,31;-8,83;-5,29;-0,10;0,60;0,40;0,52;12,83;;;7,86;-0,69;0,06;1.108.871.982,40
GEPA3;35,22;17,49;10,74;2,45;0,81;43,01;39,44;22,28;6,07;8,33;1,91;0,77;2,39;-2,84;-0,93;0,31;22,84;7,52;12,69;0,33;0,67;0,34;1,08;3,88;3.037,00;14,35;3,28;1,38;3.521.731.900,68
GEPA4;38,33;16,07;11,69;2,67;0,88;43,01;39,44;22,28;6,60;8,33;1,91;0,77;2,60;-3,09;-1,01;0,31;22,84;7,52;12,69;0,33;0,67;0,34;1,08;3,88;22.531,81;14,35;3,28;1,50;3.521.731.900,68
GETT11;10,00;;31,44;5,16;0,34;41,43;18,41;17,71;30,25;;0,99;0,17;5,57;13,05;-8,16;1,03;16,41;1,07;7,88;0,07;0,93;0,06;;;0,00;1,94;0,32;0,28;
GETT3;2,40;;7,55;1,24;0,08;41,43;18,41;17,71;7,26;;0,99;0,17;1,34;3,13;-1,96;1,03;16,41;1,07;7,88;0,07;0,93;0,06;;;;1,94;0,32;0,07;
GETT4;2,40;;7,55;1,24;0,08;41,43;18,41;17,71;7,26;;0,99;0,17;1,34;3,13;-1,96;1,03;16,41;1,07;7,88;0,07;0,93;0,06;;;;1,94;0,32;0,07;
GFSA3;1,13;;-0,05;0,02;0,01;-37,28;-81,85;-124,05;-0,07;-3,65;-3,58;0,94;0,06;0,05;-0,01;1,31;-39,87;-12,93;-13,56;0,32;0,68;0,10;-6,86;;1.223.239,95;62,54;-24,94;0,00;27.703.012,20
GGBR3;19,21;3,54;23,26;0,72;0,47;12,02;6,05;2,37;9,11;12,15;1,97;0,16;0,55;2,09;-0,73;2,76;3,11;2,02;4,41;0,65;0,35;0,85;9,78;-7,07;919.956,20;26,58;0,83;-0,47;42.648.991.317,09
GGBR4;22,77;2,99;27,57;0,86;0,56;12,02;6,05;2,37;10,80;12,15;1,97;0,16;0,65;2,48;-0,86;2,76;3,11;2,02;4,41;0,65;0,35;0,85;9,78;-7,07;229.130.542,67;26,58;0,83;-0,55;42.648.991.317,09
GGPS3;12,21;2,66;13,91;2,23;0,59;14,66;8,23;3,74;6,32;7,96;1,64;0,58;0,52;1,51;-1,35;3,24;16,03;4,23;11,42;0,26;0,73;1,13;28,45;18,51;59.190.295,38;5,48;0,88;-16,72;9.186.199.446,27
GMAT3;4,27;4,49;5,68;0,90;0,40;22,39;5,32;4,38;4,68;5,03;0,35;0,07;0,25;1,83;-0,83;1,71;15,83;7,00;10,52;0,44;0,52;1,60;25,39;18,99;25.977.881,48;4,75;0,75;0,24;9.836.767.265,36
GNDI3;66,95;;-3.584,81;5,84;2,38;18,55;3,28;-0,10;104,45;109,34;4,90;0,27;3,42;79,65;-3,01;1,17;-0,16;-0,07;2,22;0,41;0,59;0,69;29,03;;;11,47;-0,02;35,34;41.526.443.086,05
GOAU3;9,17;4,36;21,12;0,64;0,15;12,02;6,04;0,83;2,91;5,00;1,97;0,43;0,18;0,66;-0,23;2,76;3,04;0,71;4,32;0,23;0,35;0,85;9,78;-8,01;419.704,70;14,28;0,43;-0,44;12.677.412.149,08
GOAU4;9,80;4,08;22,57;0,69;0,16;12,02;6,04;0,83;3,11;5,00;1,97;0,43;0,19;0,71;-0,25;2,76;3,04;0,71;4,32;0,23;0,35;0,85;9,78;-8,01;91.939.476,57;14,28;0,43;-0,47;12.677.412.149,08
GOLL54;9,75;;-68.484,87;-5.256,20;3.349,30;27,24;8,33;-5,90;48.540,32;6.379,51;6,88;;4.043,20;-16.688,97;-4.976,66;0,62;-7,67;-4,89;-171,09;-0,64;1,64;0,83;28,24;;20.388,00;0,00;0,00;872,51;11.732.704.010.232,77
GPAR3;10,00;15,16;-26,98;1,35;1,06;53,48;-314,84;-84,31;-7,22;-5,25;1,98;-0,37;22,74;7,71;-1,63;1,66;-5,00;-3,94;-27,43;0,79;0,21;0,05;-31,17;;0,00;7,41;-0,37;0,23;796.765.020,00
GPIV33;4,42;;-2,31;0,23;0,12;100,00;346,80;157,05;-1,04;0,25;1,29;-0,28;;0,89;-0,15;3,34;-9,85;-5,19;-13,20;0,53;0,14;-0,03;;;308.564,00;19,47;-1,92;0,01;299.388.200,54
GRAO3;0,00;;0,00;0,00;0,00;4,40;3,89;1,28;0,00;1,51;1,51;1,18;0,00;0,00;0,00;0,92;25,93;4,44;21,91;0,17;0,76;3,46;41,49;84,79;;1,82;0,47;0,00;0,00
GRND3;4,07;37,78;5,80;1,16;0,89;44,46;12,47;24,80;11,52;9,48;-2,04;-0,20;1,44;2,63;-2,04;2,55;19,96;15,43;8,21;0,77;0,23;0,62;6,38;9,35;14.824.996,90;3,52;0,70;-0,55;3.671.791.200,00
GSHP3;2,81;;-0,01;0,00;0,01;67,55;-189,89;-200,33;-0,01;-5,74;-5,72;;0,03;-0,04;-0,01;0,46;-21,44;-37,61;-109,90;-1,75;2,75;0,19;15,69;;1.656,13;-930,43;-199,51;0,00;5.419.840,89
HAGA3;2,48;;11,31;-0,61;0,40;24,34;-3,04;8,92;-33,13;9,51;34,18;;1,01;0,73;-3,95;2,61;-5,42;3,57;4,82;-0,66;1,66;0,40;-0,92;-14,10;19.083,85;-4,05;0,22;0,36;21.975.333,65
HAGA4;1,53;;6,98;-0,38;0,25;24,34;-3,04;8,92;-20,44;9,51;34,18;;0,62;0,45;-2,43;2,61;-5,42;3,57;4,82;-0,66;1,66;0,40;-0,92;-14,10;38.136,81;-4,05;0,22;0,22;21.975.333,65
HAPV3;12,15;;-14,24;0,13;0,08;11,65;4,19;-1,36;4,63;8,39;3,77;0,10;0,19;1,23;-0,10;1,79;-0,89;-0,59;1,57;0,66;0,34;0,43;29,85;;128.627.757,38;95,80;-0,85;0,76;6.106.965.240,60
HBOR3;2,54;0,79;60,51;0,23;0,05;30,22;10,57;0,48;2,74;16,16;13,42;1,15;0,29;0,19;-0,09;2,34;0,39;0,08;2,12;0,22;0,58;0,18;2,99;-26,68;1.881.112,67;10,82;0,04;-0,67;339.981.722,88
HBRE3;2,77;42,07;9,53;0,16;0,06;39,39;64,13;5,43;0,81;4,58;3,77;0,74;0,52;-1,71;-0,06;0,72;1,66;0,61;7,06;0,37;0,46;0,11;47,10;;881.549,80;17,54;0,29;-0,62;285.833.477,37
HBSA3;3,23;;-22,16;2,19;0,71;37,96;24,58;-8,99;8,11;13,28;5,17;1,40;1,99;3,94;-0,95;3,59;-9,88;-3,20;7,09;0,32;0,68;0,36;8,92;;9.892.595,86;1,47;-0,15;0,36;4.394.035.936,89
HBTS3;0,00;;0,00;0,00;0,00;46,94;150,33;158,41;0,00;;2,17;0,26;0,00;0,00;0,00;0,75;12,79;5,03;7,39;0,39;0,61;0,03;-7,82;124,83;;71,98;9,21;0,00;
HBTS5;30,00;6,72;3,26;0,42;0,16;46,94;150,33;158,41;3,43;;2,17;0,26;5,16;-6,02;-0,18;0,75;12,79;5,03;7,39;0,39;0,61;0,03;-7,82;124,83;17.720,20;71,98;9,21;0,01;
HBTS6;0,00;;0,00;0,00;0,00;46,94;150,33;158,41;0,00;;2,17;0,26;0,00;0,00;0,00;0,75;12,79;5,03;7,39;0,39;0,61;0,03;-7,82;124,83;;71,98;9,21;0,00;
HETA3;96,00;;63,42;-0,14;4,71;100,00;87,46;17,01;12,33;86,31;81,76;;10,79;-10,69;-5,25;0,19;-0,22;7,43;-14,56;-33,69;34,69;0,44;24,64;;;-686,23;1,51;-5,09;18.098.520,91
HETA4;4,91;;3,24;-0,01;0,24;100,00;87,46;17,01;0,63;86,31;81,76;;0,55;-0,55;-0,27;0,19;-0,22;7,43;-14,56;-33,69;34,69;0,44;24,64;;647,93;-686,23;1,51;-0,26;18.098.520,91
HGTX3;37,50;;101,99;3,57;2,48;40,58;-0,59;4,10;-707,65;-713,65;-5,99;0,03;4,18;7,50;-5,59;2,47;3,51;2,43;-13,60;0,69;0,31;0,59;-7,54;-26,63;;10,49;0,37;-1,23;6.095.022.637,50
HOOT3;0,00;;0,00;0,00;0,00;64,96;40,17;17,19;0,00;0,03;-0,66;;0,00;0,00;0,00;0,89;-266,14;6,32;-93,20;-0,02;1,08;0,37;39,80;;;-0,71;1,89;0,00;56.524.577,04
HOOT4;7,16;;3,78;-10,06;0,24;64,96;40,17;17,19;1,62;0,03;-0,66;;0,65;-7,60;-0,32;0,89;-266,14;6,32;-93,20;-0,02;1,08;0,37;39,80;;43.399,40;-0,71;1,89;-0,07;56.524.577,04
HYPE3;21,91;5,21;9,17;1,09;0,59;60,74;28,87;19,48;6,19;8,69;2,50;0,44;1,79;4,71;-0,80;1,95;11,91;6,47;9,12;0,54;0,46;0,33;13,49;5,38;92.688.854,43;20,06;2,39;0,08;15.424.838.482,69
IDVL3;2,16;;-0,99;0,93;0,06;-18,91;-40,19;-154,60;-3,81;-3,84;;;1,53;0,48;-0,13;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;;2,31;-2,18;0,00;224.007.574,38
IDVL4;2,67;;-1,22;1,16;0,07;-18,91;-40,19;-154,60;-4,71;-3,84;;;1,89;0,59;-0,16;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;;2,31;-2,18;0,00;224.007.574,38
IFCM3;0,60;;-0,23;0,54;0,06;20,39;-18,36;-53,78;-0,68;-3,81;-3,14;2,51;0,12;0,33;-0,13;1,67;-234,17;-28,01;-19,56;0,12;0,88;0,52;24,65;;165.847,85;1,11;-2,59;0,00;82.676.248,20
IGBR3;175,99;;0,56;-0,34;1,04;100,00;6.032,01;5.379,32;0,50;1,06;0,56;;30,26;-0,99;-2,15;0,33;-60,10;184,10;-146,75;-3,06;4,06;0,03;-7,98;;;-520,56;312,87;0,00;220.074.791,04
IGSN3;0,00;;0,00;0,00;0,00;30,75;18,95;-16,35;0,00;17,38;17,38;3,84;0,00;0,00;0,00;0,70;-19,08;-3,37;2,41;0,18;0,82;0,21;35,48;;;5,30;-1,01;0,00;0,00
IGTA3;33,00;;7,56;1,31;0,70;70,78;84,99;58,60;5,22;6,22;1,01;0,25;4,43;3,72;-0,98;2,88;17,38;9,22;13,06;0,53;0,47;0,16;11,96;28,91;;25,11;4,36;0,08;5.444.903.277,00
IGTI11;25,94;1,30;14,64;2,14;1,08;74,31;83,57;46,51;8,15;6,84;1,49;0,39;6,81;6,30;-1,47;2,82;14,63;7,36;13,37;0,50;0,50;0,16;17,05;56,26;54.056.873,33;12,11;1,77;0,22;6.850.988.238,20
